x_val,future
"[123  56 113  38 123 142  15  38 123  56 113  22 100 169  18 145 127  42
  48 145 127 169  18 145 127  42  48 145 127 169  18 145]",[ 42  48 145 127 169  18 145 127]
"[ 50  47  99  97  50  47  99  97  50  47  22  92  46  50  76  99  22  92
 170  89  50  47  92 113  50  47  92 113  50  47  92 113]",[ 47  22  92  76  99  22  92 169]
"[ 29  29 122  28  42  29  29  80  29  11  29 122  17  29  29  80  88  29
  29  80  17  28 131 131  82 131 160 131  80  28 131 131]",[ 28 131 131  56  28  88  88  21]
"[ 49 120 120 120 120  10  10  60  88  10  10  49  96  49  96  49  96 146
  96  29  49  29  49  29  49  29  49 120 120 120 120  10]",[60 88 10 10 49 96 49 96]
"[ 97  58  58  58  58  58  58  58  58  58  90  58  58  51  58 120  58  58
  58 120  58  58  58 120  58  58 103  51 103 103 120  58]",[ 58  58  58  58 120  58  58  51]
"[ 62  62  56  62  62  62 171  62 136  62 171  62 136  62 171  54 135  32
 172  32 135  32 135  32 135  32 135 172  32 135  32 171]",[135  32  52  32 135  32 145  54]
"[141  11 145  92 141 136  92 145 160 136 160 170  28   4  28  52  15   4
  70  15  52  47  70  47  52 123  70 124  52 120  70  71]",[120 120 169 116 143 116 169  90]
"[ 16  46  50  22  47 170  22  16 170 172  97 126 172  25 172 126 172   2
  44  99  25  99  46 113  50  46  16  46  50  46  57 169]",[169  84  99  76  18 162  99  76]
"[ 98 142 126 126 126 158  21  86 135 135 135 125 125 125 135  79  37  37
  37  65  37  37 162  24  86  37  37  65  24  37  37 135]",[58 37 37 37 37 37 37 37]
"[ 51 126 145  17 168 116  38  21  71  22  22 120 145 170  92  82  33 122
 142   8  56  56  71  52 169  42  59  71 139  80  58  46]",[  8 171 172  50 164 161 168 102]
"[159 154 104 164 159  59  67 159 102  80 159 142  21  38  46 159  76 162
 159 172 171 159 170 145  51  50 171  90 170 145  50 171]",[170 145  50 171 170 145 129  90]
"[170  42  22 123 170  42  22 180 126  42 171 126  99 171 126  99 171  57
 126  99 169 126  92 169 126  92 126 117  99 160 171 126]",[169  97 126  99 170 123  42 160]
"[ 82  28 131 131  56  28  88  88  21 160 122  17 173 173 139 132  72  72
  80  29  10  10 102 157  80 131 173 173 139 148 112 112]",[148 112 112 112 112 112 139  30]
"[162 124 102  11 146  90  90 146 132 146 132 146 132 103 132  94 132 103
 132  29 136  29 136  29 136 141 136 141  68  71 146 132]",[132 103 132  94 132 103 132  49]
"[ 71 172 140 162  76  46  38 122 139  80 102  67  59  71 146  33  25  71
 146  33  25  71 146 170 151 169 172  22  76  46  38  21]",[ 80 168  51 156  90  87  51 156]
"[ 37  38 145 169  37  38 145  99  97 143 143  99  97  99  97 143 143  99
  97 143 143  99  97 143  99  21  89 172  99  21  89  80]",[172 174  25  44 172  99  21  89]
"[ 82 123 104  82 139 139 150  82 139  21 139 110  57 154 110 168 168  45
 110 168 142 168 110 117   9 110  67  67 177 110  67 139]",[ 76 180 117   2  76 171 171 160]
"[117  93 162  18 146 146 146  11 162  18 146 146 146  11  56 123 153 153
 153 145  46 124 106 106 106 136 122 124 129 129 106  52]",[129 129 106  13 171 122 165  60]
"[ 47 155 113  48  47 155 113  48  47 155 113  48  47 155 113  48  47 155
 113  48  47 155 113  48  47 155 113  48  47 155 113  48]",[124 123  88  47  15  28  88 143]
"[155  47   2  28  47  46  17  76  50 100  47  37  47  22  92  99  76  18
  97  15  97  22  37  99  76  44  97  17  97 172  89  92]",[105  97  76  37  22  97 172  15]
"[145 123  42  17  42  15 145 172  56  49  82  80  38  56 172 145 123  42
  17  42  15 145 172  56 165 172 145  38  15  42 172 145]",[ 46  11 171 170  38 162  50 171]
"[ 80 125 168  67  59 110 104  35 180 137   9  35 126 104 110  82 102 168
 102 117 110  82 102 160 168 139 122  21   2  46 113  21]",[ 46  92 162  22 171  52 170 122]
"[  2 123  56   4 131   4 123   4 123   4 123 123   4 123 123 170 157 171
  52 123 170 123 126 153 170  93  52 171  93  22  76 107]",[160  76  56 160   2  21  30  21]
"[116  52 120  42  71  92  58  42 161  92 116  52 120  11  52  11 169  11
  52 120  11 170 116  17  52 160  90 170 159  28  52 159]",[ 99 103  15  42  97 161  17  71]
"[ 21  92  50 170 168  59  92  50 170  59 104  17  99 170 104 137  37  92
  50 137  95  37  92 145  95  89  92 170  89  17 170 113]",[170  92  50 170 168  59  92  50]
"[180  76 172  67 165 122   2  80  89  21   2  56  16  82 168  21  56  22
 170 123  42  92  42  89 170  22  56  16  82 168  21  56]",[170 123  42  92  42  89 170  22]
"[169 171  22  76  56   2  21 142 177 117 113  97 123 180  89  82  37  67
 168 104  86 110  86  82  67 176 168 139 142  99  21   2]",[ 78  76  22  21  86   2  56 177]
"[ 11 126  52 126  11  56  14 145  14  52  14  22  14  52  64 145 127  38
 181 145  52  56  52 145  52 145  52   2 162  52 126   2]",[ 52 162  52 126  52 126  52 162]
"[171  52 170 126  50  48 170 126  50 113  11  92 160  28  89 180  57  89
  28 160  69  11  92 160  28  89 180  57  89  28 160  69]",[ 92 160  28  89 180  57  89  28]
"[ 43 176 180 180  43 117  43 117  36 113  43 117  36 113 180 180 180  98
  57  98  57  43 117  98  57  43 117 180 180 180 126  97]",[ 97 170 123 126  97 170 123 180]
"[ 21 168  59   6  39 159 174 159 159  39  50 170  22  46  21 168  39  59
  71 159  87  87 103  87 159  42 145 172  56  38  80 159]",[120  58 135 135 161 135  58  11]
"[104  84  35  53  15  53 178  53 137 178 130  76  37 162  76  38 168 142
  21  89  38 147  21 168 104  59 147 168  80  89 168  67]",[ 59 110 104 154 128  91 137 113]
"[ 37 142  69  17 142  92  69  99 142  50  69  92  21  69  99  21  92  69
  17  21  37 179  89  21 179  89  21 179  89  21 179  28]",[179  52  80 179  52  80  78 169]
"[ 25  97  44  89  89  16  44  47  89  89 151  44 180  89  89 170  91   6
  89  89  89  89  89  89  89  89  89  89  89  68 170  87]",[89 89 89 89 89 89 89 89]
"[ 10  10  10  10   5 144 172 172  80 172 172 172  80 126 172  52 172 126
 172 142  52 172 122 126 172  52 172 122  50 172  52 172]",[ 99 172  52 172  99 172  38  52]
"[160  11 126  11 160  52 116 160  11 170 160  11 126 160  11  42  64  89
 160  52  34  28  92  42  92  28  22 107  99 126  52 126]",[127 171  89 160  42 170  42 160]
"[ 99 172  38  52 172   2  99 172  52 172  12  11 172  52 172  12  11 172
  52 172 132  11 169 145 169  74  11  52 126  52 108  11]",[145 169  11 172  52 172  99 172]
"[170 126  92  50  99  92  99  50 126  37  50 126 145  92 126 145 170 145
 170  52  47 170  52 169  92  52 169 171 169 171 169 180]",[171 169  92 171  22  76  46   2]
"[ 67  61  76  18 142  76 142  67  61 142  18  67 142  67 154  61  67  18
 154  67 154  95  61 110  57   9 110   9  95  43 180 137]",[ 43 180 154 104 110  82  67 168]
"[ 12 136  49 132 160 136 112 132  90 122 112 132 145  29  29  15 132 160
  29  17 165  29 152 165  29  15 132 160  29  28  88 123]",[ 15  88  47 155  88 152 155  93]
"[126  76  42 126  22 169 126  42 126 180 126 126 142 170 170 126 139  50
 126 169 168  42 126 172 180 126  76  42 126  22 169 126]",[126 180 126 126 142 170 170 126]
"[171  56 145  42 145  56  38 160 123 160  42  56  17 145  56  38  15 165
  15  17  46  28 172  46  17 122  50  80  52 122  50  46]",[172  28 171 160  38 145 160  56]
"[ 28 145  15  52  28 145  15  50  47  42 123  11 124  17 165  42 145 171
 172 162  56  46  38  46 122 139 162  80 168 171 102 168]",[102  80  56 102  82 172  59 110]
"[ 93 108 100 165   7 124 123 173 165 117 165  93  44  93   5 155   5 155
  18   5  93 100  70 165 124 108 100  93 100  18  57  18]",[127   7 127 155   7  18 127  44]
"[169  37 142 145 156  99 142 145 169  37 142 170 129  50 142 170  76  99
  67 169 143 145  67 169  76 160  67  52 107 126  67  52]",[ 37  67 169 143 156  67 169 162]
"[ 25  67   6  82  69  69 147  69  87  69  21  46  22 172 156 172 101 169
 171  25  25 151  25  91 174  25  67   6  82  69  69 147]",[69 16 87 69 21 38 38 46]
"[ 28  92  42  52  28  92 124 126  52 123  28  11  47 126  52  93  28  11
  50  52  28  11  50  52  28  11  42  52  28  11  42  52]",[28 11 42 52 28 92 42 52]
"[ 75  54  21 117  17 159 172 145  71  42 145 159  38  56  58 172  87   8
 170 143 120 169  25  51 172  98  39  22  10 100  56  37]",[100  56  37  60  44  46  89  60]
"[124 181 171 181 126 171  97 181 169 181 146 124  18 113 124  97 124 113
 124 117 100 117  18  44 145  18 145 145 145 145 117 145]",[124 145  18 165  97  47  97  97]
"[106  33 106  33 106  33  74 161  74 161  74 161 161 161 161  74  90  90
  90  90  90  90  87  90  68  87  68  87  87  90 125 129]",[125  90 129  87  90  68  87  68]
"[122  42 139 122  38  46  11  56  46 139  50 142 139 102 171 102 124  80
 139  11  80 139  99 122  30 157  56  21 157  56  21 157]",[131 157  21 131 157  21  72 112]
"[ 72 120 116 158  90  29 159  29  49  29  49  63 165 124  63 165 124  81
 123  88  47  88 144  88 144  88  47  58 129 146  47 158]",[ 29  49 136 159 136 159  10  29]
"[ 21 122 102  52 168 102  59 162  59 160  82 102 171  82 102  80 139  50
  80 139 122  38  42   2  38  80 145 139  80  82 172  82]",[102  80  52 102  80 139 122  42]
"[ 59  44 104 155 137  48  23 140 140 112 112 170  50  22  92  46  89  21
  47 168 113  59  44 104 155 137  48  23 147 147 151 151]",[ 58 121 121  79  79 159 159  19]
"[162 124 102  11 146  90  90 146 132 146 132 146 132 103 132  94 132 103
 132  29 136  29 136  29 136 141 136 141  68  71 146 132]",[132 103 132  94 132 103 132  49]
"[ 18  99 143 145 169  99  52  22  93  42  52  56 153  42  52  22  93  42
 162 181  11  70  50  52  11 162  18  11 134 145 169  11]",[181  11 144  50  52  11  42  22]
"[ 31  31  31  31 169 170  66  45 139 177 168  67 177  82 110 135 160  82
  67 135 160 168 139 142  21   2  56  30 160  76  22 171]",[171  22  30 160  76  56   2  21]
"[ 76  91  21  21  76 133  38  38  76   2   2  76  46  46  88   2   2  88
  46  46  16  16   2   2  16  16  46  46  25 151  76  76]",[133  76  76 151  89  99  17  89]
"[ 17 162  42 172  17 162  42 172  17 171  42 169 165  56  17  36 159  36
 159  36 159  36 159  36 159  36 159  36 159  36  81  36]",[36 81 36 81 36 81 36 81]
"[ 22  42  21  16  99 170  25  99 170  25  99  30  42 170 139  30  52 139
  30 170 139  34  28 126  82  34  92  82  34  99  82 126]",[160  42 139  30  99 139  30  42]
"[ 80  56 145 171 103 117 162 160 139  99  88  62 127 127  62 123  56  62
   7 159 126 172  80 159 126 172  80 115 103 171 146  52]",[ 62 127 123  56  62   7 152 126]
"[169 102  37  67 169 115 110  52  67  89 168 170 168  50 168 170  67  37
 168 145 168  99 168 145  67  87 168  80 170 168  67   6]",[170 168  69  17  37  46  89 142]
"[160 117  99  97 171 160  22  92 171 160 170  89  50  47  92 113  52  28
  22  92  52  28  42 123  92 113  28  93 169  37 172  17]",[ 37 145  15  42 123  17 165 170]
"[123  11 124  92 113 160 117  37 100 160 117  92 113  11 124  42 123 126
 180 170  89 169  37 171 160  22  92 162  11  56  42   2]",[ 21 170 142 169 139 171 168  22]
"[101  37  51  97  51  97 160  51  97  51  97  51 160  34 161  34 161  34
 161  34 161 131  39 131  34 131  34 131  34 125  64 125]",[125  64 161   4  20 116  66  51]
"[103 174 159 132  58  60   8  36  71  60   8 132 103 174 159 158  90  49
  51 132 120  49  51  17 165  25  60  98 127 165  25 155]",[159  49  58  60   8  24  71  16]
"[ 46  28  56  28 162 144  56  47  46  38  47 122 139 148 122  15 139  80
  15 102  82 136  82  17  82  17 136  17  17  56 136  56]",[ 56  17  56 136  38  92  46  56]
"[ 37  77  93  28 100  37  52  46 165  17 169 113  92  85 124  11  76 143
  97  15  37  11  99  22  97  99  44 151 165  97  15  89]",[ 17  99  46 113 142  85 168  82]
"[ 76 126   2  46 126  21   2 145 122  80 126  67  46 126  21   2  52 122
  80  89  67 168 170  80 142 170  80 168 170  56  89  21]",[170  21  56 170  21  76   6  38]
"[ 39  57 166  74  90  18  51 116   8  44 138 138 116  51 151 151 151  51
 165 151   8 140 159 151  19  51 151  51 113 149   5  39]",[159  41  58  69  58  97 159  91]
"[ 92   2  93 162  11   2  28 162  11 102  28 139  11 102  28 139  11  21
  93 139  11  21  28 139  11  82  28  80  11  82  28  80]",[168  93  80  92 168  28  21  92]
"[ 37  55  89 100  37  37  24 180 100  37  37  91 180  93  28  28 151 180
  44  89  89 180  89  89 180  89  89  16  47  44  89  25]",[ 87 113  44  89  89  25  97  44]
"[ 60  47  49  29  88  60  88  60  47  53 132 144  60 144  60  60 161 144
 159  60 161 144 120  60 161 144 120  49 116 144  90 144]",[144 106 144 106 158 132 158 132]
"[100  37 178  92  37 178 145  37 178  92  37  79 100  37  11  37  50  37
  11  37 170 108 145 170  40 169  97  37  61  99  37  55]",[ 37  61  99  37 155  47  79  37]
"[ 47  89  89  87  47 117  89  89  55  89 100  37  37  89  37  37  89  37
  37  24 180 100  37  40  47  86  97 100  37  37  55  89]",[ 37  37  24 180 100  37  37  91]
"[172  46  76 172  19  19  19  19  19  19  19  19  47  19  19  19  19  89
  19  19  17  19 165  89  17  19  47  19  19  19  19  89]",[ 17 151  99 151  17 151  17 151]
"[ 59 102 102  70  59 102 122 122 102 122  46  46  70 122  46 162 162  46
 162  52  34 118  70 129  53  53  53 173  88  36  49 144]",[178 118 178 118 178 118   4 131]
"[ 97  37  17  44  97  69  16  46 113  50 170  89  46  46  50 170  89  46
  76  47  50 170  89  22  22  50 170  89  76  22  97 126]",[ 89 172  76 170 172  89  46   2]
"[ 90  52 146 132 146  11  49  12 139  88  12  88  12 171 132  88  68 132
 146 132  49  12 139  88  12 179 106 146 132  29  68 132]",[ 71 112  71 172  74  90 112  71]
"[157 170 157 171 153 157 125 157 170 157 171   4 157 125 157 125  43  50
 107  43 107 125  43 107  30 157 107  30 157 160 103  99]",[157 177 103 160 103  99  62 157]
"[ 64 160 136 118 160  14 136 111 160 165  17  29 131  94  17 136 136   1
  17 118 131  14  17 117 160  31 177 176 160 135 177  43]",[176 177 135 160 114 117 111 160]
"[ 91  25 174 174 172  91 174  53  69  98  87  55  22  69  87 119  97 101
  53 151  97 130 119 169 170  44  65  89  91  69  65 143]",[113  65 147 101  53   6 147  46]
"[180 161  47  17  99  17 161  47  17  99  17  58  47  17 161  99  17  71
  47  17 161  99  17  58 100  79  79  79  79  79  76  79]",[162  79  22  79  79 162  79 162]
"[ 12 180 160  11 126 180 160  11 126 131  52 107  12  52 131 106 106 126
  52 161  28  11 126  52  12  52 109  52  12  52  34  52]",[ 28  92 146  42  52 107  28  92]
"[ 67  67  67  80  67  73 151 154 154 151  73  73 151 104 164 147  59  59
  59  82 147  59  59  59 168  59 154 104 104 154 154 164]",[151  76  76  76 162  66  76  76]
"[113  47 113 159  97 180  17  58 180 161  47  17  99  17 161  47  17  99
  17  58  47  17 161  99  17  71  47  17 161  99  17  58]",[79 79 79 79 79 76 79 79]
"[ 67  80  25  21 164  24  95 154 164  97  67 142  97  38 178  18 113 123
  15 178  15  92 178  42 145  13  44 124  47  89  13  89]",[ 13  50 170  93  97 180  28  28]
"[125  89 139 125  37 139  92  43 180 160   2  43  37   2  43 160   2  36
  92 180   2  36   2  36  11   2 177  43 126 111  43  22]",[ 76  43 126   2  98 101 126  98]
"[ 42  92  92  42  92  37  42 126  42  92  92  42  92  37 126 117  99 160
 171 126  99 169  97 126  99 170 123  42 160  56 113 170]",[ 22 123 170  42  22 180 126  42]
"[ 22 180  76  43   2 123  98  56 180  76  98  22 123  98  76 180  56  98
   2  97  21   2  43  56  76 180  56  76  43  22 171  97]",[ 22 180  76  43   2 123  56  98]
"[ 28 170  92  52  28 170  92  52  28 171  92  22  28 162  92  22  28 171
  92  52  28 171  92  22  28 171  92  52  28 171  92  52]",[170  92 145  93  22  28 109 161]
"[110  57 154 110 168 168  45 110 168 142 168 110 117   9 110  67  67 177
 110  67 139  67  76 180 117   2  76 171 171 160  76 171]",[171  37  56 123  89  21  56 171]
"[160 171 162  11 139 162 160 122  76 145  38  56  17 145  56 165  38 162
 124   2 172 123  56 171 124  11 171  15 162 145 124  92]",[ 37  56  52 124  17  52  15 162]
"[110 135 160  82  67 135 160 168 139 142  21   2  56  30 160  76  22 171
 169 171  22  30 160  76  56   2  21 142 139 177 168  67]",[ 82 110  43 126 104 154  43 126]
"[129 155 129 105  37 169 142 129 105 105 155  25 105  37 169 142  75  50
 105 156 105 129 155 156 105  37 169  61 132 105 153 105]",[ 11 171 181 145 124  11 162 146]
"[ 61  51 156  51 156  51 156  51 156  51 145 156  51 129  51 145 129  51
  91  51 140  51  40  51  40  51   5  51   5  51   5  51]",[51  5 51  5 51  5 51  5]
"[161  36  71 144  60 144  60 144  60  88  88  88 125  88 144  47  17 144
 144 144  47 144 144  17 144  30 144 144  88 123  17 143]",[143 123  81  81  17  81 149 143]
"[ 97  52 180  37 100 169  15 156  97 169  15  37 100 169  89 129  47 169
  89  99  97  76  37 143  15  76  37  99 117  76  28 107]",[ 76  28  99 100  76  37 143 156]
"[ 52 171 172  99 162  11  76  17 162 160  76  17  46  11  76  17  46  11
  38  99 170  50  22  92  46  89  21  47 168 113  59  44]",[155 137  48  23 140 140 112 112]
"[ 99  37  37  37 135  79 169  37  37  37  37  37  37  37 160  17  46  92
  92  92   2  21  92  92  92  16  16  16  69  69  69 114]",[ 92   2  92  92  46  98 142 126]
"[ 97  43 139 174 142  21  97   2 174  56 133  97 156  97 156  21  43  97
  43 139 174 142  21  89   2 174  56  43 117  43   3 165]",[ 76 170 113  56   2  16  56  30]
"[ 60 144 130  60 130  60 129  55  60 144  60 144 129  55 129  55 129  55
  40  55  24  60  55 129  55 129  55 129  24  60  40  55]",[ 40  40 129 129  55 129  55 129]
"[ 28  92 123  92  93  92  52 123  92 170  28  92 145 123  92 170  44  92
  47  92  89  92  47  92  44  92  47  92  22  89  92  47]",[172  44  17 180  17  21  89  17]
"[179  52  35 179  52 154  78 169 142  78 169 142  78 169  80 135 170 119
 135 154 170  73 135 170 137  69 170 101  69  80 170 168]",[170  69  92  21  69  17  21  69]
"[153  28 145  42 145 153  28 145  42 145 106  28  50  11  50   4  28  42
  92  42  70  28  50  11  50  28 145  42 145   7  37 145]",[145  62 160 145  42 145  10  17]
"[145  52 102 171 172 139  22 162  38  22 162  82 172 162  80  56 141  73
  38   9  50  35 162   9  50  35 162  59 148 102 129 148]",[172  80  56 102 172  29  56  17]
"[ 91  88 105  88 165 105 165  88  91  91  40  88  40  88  91 118  12 124
  12  17 124  17  88  91   1  40  88  40  88  91 118  12]",[ 12  17 124  17  88  91   1  40]
"[148  19 148 148  19 148 148  19 148 148  19 148 148  19 156 147  48 147
 147 147 147 147 168 147 147 168 147 147  80 168  87  87]",[ 19  19  59 147 147 147 147 147]
"[ 37  10 100  56  37  60  44  46  89  60  44  46  89  55  18 142  15  55
  18 142  15  36 152 142 165  36 152 142 165  50 120  46]",[159  52 172 120  80 122  51  46]
"[ 56  76  76  76  76  76  76 151  21  21  76  76  76  76  76  76 134  46
  46  76  76 168 168  38   8  25  67  67  67 102 151  67]",[ 67  80  67  73 151 154 154 151]
"[ 30 168 142 123 168  38 113 142  21  98 170 133 169 171 125  22  76  99
  76 105  99  97  76 105  99  97  98 105 125  97 143 125]",[ 98 143  97 105  97  76 105  99]
"[139   2  76  76   2  76 171  98  14 110 117   9 110  67  67 177 110  67
 139 139  67 139   2   2 177 139   2  76  76   2  76 171]",[ 14  76 117   2  76 171 171  76]
"[110  67 110  52   9  30   9 104 104   9 104  82  82 104  82 139 139  82
 139  21  21 139  21  56  56  21  56 171 139 171  82 139]",[ 21 170 139  21  56  56  42  21]
"[ 93  92 123  92  28  92  52 123  92 170 127  11  56  30  11 162  87  11
 171  30  11  52  93  92 123  92  28  92 123  92  52  93]",[123  92  52  28  92 123  92  93]
"[ 59  82 136 102 129  80 139 122 132  38  46  56  29 162 172 171 136  52
 145 136  50 129  52 145  50  15  42  11 169  37 172  17]",[ 37 145  15  42 123  17 165  37]
"[ 67 110  52   9  30   9 104 104   9 104  82  82 104  82 139 139  82 139
  21  21 139  21  56  56  21  56 171 139 171  82 139  21]",[170 139  21  56  56  42  21  56]
"[160   9 110  67  67 126 110  67 139  67  99 110  92 180 154 110 168 168
 126 110 168 142 168  42 110  43   9 110  67  67 110  67]",[139  67 139   2   2 139   2  76]
"[126 180 177 180 117 171 135 180  22 180 113  14 169 180  22  22 180  97
 176 180  45  86 135 176 126 180 135 117 180 135 180  14]",[180 123  78 180 135  78 180  97]
"[ 98  98  98  98 178 134 178 134  83  83  83  83  83  83  83  83  83  83
  83  83  83  83  83  83  19  19  19  19  49 156 146 132]",[145 165  15  17  15  42  46  56]
"[172 123  56 172  56  38  29 169 180  22 169  22   2  34 124 137   9  27
  35 164 124  27 110  82 102 168 139  80 123  82  80  82]",[ 29 142 180 168 142 168 110  34]
"[ 80  21  76 172 170 151 172  76 172 128  76  21  21 147  59 168  21  46
  22 170 147  22  46  22  87  46  21  21 151 104  67  80]",[ 76 172  25 170  99 170  91 172]
"[162 172  38 152  46  56 142 123 122  38  38 152  46  56 142  15 122  38
 102 123  80 142 142  42 122  38 102  17  80 142  82 145]",[ 80  82  17 102  80  82 169 102]
"[156  90  12  50   5 145  52 169 172 162  56  46  38 122 139 159  29 103
  69 159  29 103  69 159  29  61  76  38 142  67 164 154]",[108 172 151  76  21  80  76 149]
"[147 147 147 147 147 147  67 147 168 147  67 166 166  67 166 166  67 166
 166 168 166  80 166 168 147 147 147 147 147 147 147 147]",[147 101 101 147 101 101 147 101]
"[ 51  55  39 174 159 109  58  60   8  29  71  60   8  77 120  19 120  50
  46  46  77  58 159 120  39 159  19 120 120  51  39  77]",[120  39 159  19 120 120 120 120]
"[ 38  82 164 136 129  96 129  96  29  10  46  15 102  46 102  59 129  46
  15 102  46 102  59 129  46  15 102  46 102  59 129  29]",[ 29  10  68 112  38  15  82  38]
"[122 153  21  34 122  21 153 122  21  34 122 142 129 102 164  79  59  82
  55 102  80  79 142 122 144  80  88 122  80 144 122  80]",[122  38  36 122 142  53 102  80]
"[172  52 172 122  50 172  52 172 122  99 172  52 172  99 142 172 122  52
  38 172   2  99 172  52 172  12  11 172  52 172  12  11]",[ 52  12 172 132  11 169 145 132]
"[ 38  38  37  17  37  15  97  76  37 145 142 145  21  38  76 169  76  99
  38 142 143 100  85 165 124  61  97  79 100  61  97 169]",[172  85 162  76 121 169  79  76]
"[160 117  92 113  99  97  42 123 126 180 170  89 169  37 171 160  22  92
  76  99  56  42   2 126  21 170 142 169 139 171 168  22]",[ 76  82  56 110   2 104  21 110]
"[172  17 162  11  76  99  46  50   2 180 169  92  46  92 170  50  83  39
  83  39  83  39  83  39   7  22  39  87 170  89 169  37]",[17 22 92 76 99 46 50 86]
"[ 55 129  55 129  55 129  55 129  55 143 130  55 129  55 129  55 129  55
 129  55 129  60 144 130  60 130  60 129  55  60 144  60]",[129  55 129  55 129  55  60 144]
"[159  42 145 172  56  38  80 159  82 120  58 135 135 161 135  58  11  50
 169 162  46 142 102 144  58 103   3 103 103  58  11  50]",[162  46 142 102 144  58 103   3]
"[  8 125  16 125  46  65 125  65  79  65 100  65 171  24  86  65  86  58
  31  58  46 135  24  47  97 113  97 113  43 101  43  51]",[ 51  43  51  24 174  24 174  43]
"[164  59  67 102  80  65 148 148  76 162 172 169   9  57  95   9  95  43
 180  95  43 180 137   9 154 104 110  82  37  34 180  67]",[139 142  21  14 101  31  37  34]
"[ 92  92  42  92  37 126 117  99 160 171 126  99 169  97 126  99 170 123
  42 160  56 113 170  42  22 123 170  42  22 180 126  42]",[126  99 171 126  99 171  57 126]
"[129  11  52 144 106 171 160  29  29 145 132 146  50 162 165 146 146 146
  50  29  49 165 124 123 124 165 117  93  68  18  15  15]",[ 68  18  15  15  15  26 127 123]
"[ 17  96 160 112  11  50  52  96 145  50  11 173  42  10  17  10  37  42
  52  10 145  42  37  60  28  17  50 129  89  17  50 136]",[ 17  42  72 145  50  11  10 172]
"[ 44  66   8  43  44  43  44  26  92   7  37   7  37  66 160 174  89 174
  89  24  15  61  97  61  97  43  89  66  97  66  97 101]",[ 51  97  51  97 160  51  97  51]
"[151 113  89 147  69 147 113 147 147  89 147  69 147  77 100  37  77  69
  77 100  77  77  37  69  69  77 147 113  89 147  69 147]",[147 147  89 147  84  69 147 151]
"[ 21 139   2 117 122 139   2 122  80  76  54 117 122 168  76 117  21 139
  76   2 122  76  48   2  21  22 113  56  21 171  76  21]",[ 57  22  21  52 180  22   2 170]
"[125  89 139 125  37 139  92  43 180 160   2  43  37   2  43 160   2  36
  92 180   2  36   2  36  11   2 177  43 126 111  43  22]",[ 76  43 126   2  98 101 126  98]
"[104  31  31  31  66  31  31  31  31 142  21  31  31  31  66  31 114 111
 104  31  31  31  66  31 170  99 170  66  99 170  99 170]",[170  99 170  99 125 174 125 174]
"[ 85  11  37  61  99  37 155  47  79  37  47   0  17  47  70  99  47  79
 100  47  37  47  37  47 100 165  92 113  17 165  37 100]",[165  92 113  37 100  92 113  37]
"[ 76  99  56  76 143 111  99  76 143  56  76 125  76  99  76 125  76  98
  76 133  76 178  76  77 111  84  76 134  56  76  89 111]",[ 76  89  56  76  66  76  89 162]
"[ 69  69 172  69  76  21  29  80  67  69 104 168  69  87  69  87 129  87
   6  30 135  87  87 174  87 128  13 128  79 128  79  69]",[ 69 156  69 145  69 169  76  29]
"[146 132  50 172 165 136 136 136  17 172 165 136 136 136  17 162 165 146
 146 148  11  56 165  49  49  15 129 172 165 136 136  10]",[  7 136 153 131 131 145  46 124]
"[ 62  62  62 161 173 131 159  62 103 103 146  42  62 126 145  52 172  62
  62  62  62  62  62 107 103 177 159 103  62  62 173 173]",[177  62 116 116 116  29 131 161]
"[123  42 145 160 171 145 123  42 145  17 172 126  97  99 126  17 172 126
  97  99 126 160 171 171 123 145 171 160  38 171  15 145]",[160  56 172 180 171  52  17  56]
"[ 37 143  98  53  25 143  25 143  98 148  29 165  29  37 165  37 143  98
  53  25 143  25 143  98 148  29  53 165  29  37 165  37]",[ 53  29  53  29  17  29 169  17]
"[ 50 171 139  99 126 171  67  33 160  99 171  33  99 126 171  33  11  50
 171  33  99 126 171   8  42 170 171  58  42 126  22 103]",[126 171  33  99 126 171  33  92]
"[145 124  11 162 146 181 181 107 127 107 181 124  11 162 107 181 181 127
  29 181 124  11 162 179  52 181 146 181 107 127 146 181]",[ 11 162 181  68 181 127 112 181]
"[160 169  30  22 171  56  30  30 160  46  21   2 171 107 160  46  21   2
 171 107 160 171 157 122  21  56 150 168 139 107  43 153]",[ 56  30 139 168 139  58  30  39]
"[ 30 160  42 139  30  99 139  30  42 139   3 126 160 139   3 139   3 145
 139 150  30 123 123  30 123 123 150  30 122 123  21   2]",[  2 131  56 123  76  22 123 150]
"[125 105 143 170  97  21 105 142 139  44 168  67  76  67  97  76  99  67
  97  76  99  98  97 125  99 143 125  11  98 143 124  11]",[67 97 76 99 67 97 82 99]
"[ 43  44 138   8  34  44  34  44  66   8  43  44  43  44  26  92   7  37
   7  37  66 160 174  89 174  89  24  15  61  97  61  97]",[ 89  66  97  66  97 101  37  51]
"[ 55  90  24 159   3 120   3  40  58  37  99 145 169  76  38 143  51 143
 143  55  90  90  55  90  24 159   3 120   3  40  58  99]",[172  76  21  80  91   8  91  91]
"[ 42 145 117 127 117 123  42 165  15  42 145  18 152  18 165  50  93  17
  50  52  52  47 172  28  46  17 122  50  80  52  46  88]",[162 136 146 171 135  94 171  56]
